ID,sentence,labels,isBGC
BGC0000553,Cluster_1122439 Cluster_1199466 Cluster_0472439 Cluster_1608753 EC:3.6.3.48 Cluster_1016473 Cluster_1344435,RiPP,Yes
BGC0001755,Cluster_1041840 Cluster_1525052 Cluster_0952415 Cluster_1652667 Cluster_0952415 Cluster_0659041 Cluster_0495806 Cluster_0107741 Cluster_1362134 EC:2.3.1.39 Cluster_1465054 Cluster_1465054 Cluster_1465054 Cluster_1192257 Cluster_1714564 Cluster_1472957 Cluster_1880097 Cluster_1158277 Cluster_0247860 Cluster_0488743,Polyketide,Yes
BGC0000312,Cluster_1479229 Cluster_0538879 Cluster_0021912 Cluster_0120801 Cluster_1009940 EC:3.1.1.1 Cluster_1102874 Cluster_1199467 Cluster_1704211 Cluster_1199468 Cluster_1732084 Cluster_0474482 Cluster_1199469 Cluster_1472550 Cluster_0313677,NRP,Yes
BGC0002707,Cluster_1672728 Cluster_1898148 Cluster_1898148 EC:4.2.3.125 Cluster_0691529,Terpene,Yes
BGC0000104,Cluster_1178519 Cluster_0593200 EC:2.1.1.77 Cluster_1780452 Cluster_1467946 EC:1.1.1.205 Cluster_1212264 Cluster_0339192,Polyketide Terpene,Yes
BGC0002068,Cluster_1683409 Cluster_1598479 Cluster_1397974 Cluster_1092733 Cluster_0077426 Cluster_0488511 Cluster_1345585 Cluster_0335848 EC:2.3.3.10 EC:2.7.7.48 Cluster_1361771 Cluster_0026686 Cluster_1809265 Cluster_0242179 Cluster_0649441 Cluster_0008689 Cluster_0410718 Cluster_0059856 Cluster_1465054 Cluster_1438277 EC:2.1.1.77 Cluster_0451180 Cluster_0098991 Cluster_0098991 Cluster_0291775,NRP Polyketide,Yes
BGC0000497,Cluster_0975689 Cluster_0820569 EC:3.6.3.17 EC:1.6.5.3 Cluster_0365232 EC:3.6.3.43 Cluster_0989159 Cluster_0296012,RiPP,Yes
BGC0001052,Cluster_1821912 Cluster_0230495 EC:2.3.1.94 EC:2.3.1.94 EC:2.3.1.165 Cluster_1207787 Cluster_0046549 Cluster_0209165 Cluster_1533099 Cluster_1221368 Cluster_1493207 Cluster_0321044 Cluster_1809265 Cluster_1192257 Cluster_1088987,NRP Polyketide,Yes
BGC0002490,Cluster_1292854 Cluster_1110264 Cluster_0860564 Cluster_0607207 Cluster_0143883 Cluster_1076899,Other,Yes
BGC0000865,Cluster_0878813 EC:1.1.1.412 Cluster_0443335 Cluster_1556334 Cluster_1630324 Cluster_0474201 Cluster_0880550 Cluster_0502203 Cluster_0282909 Cluster_0242179 Cluster_0054587 Cluster_0647195 Cluster_0980801 Cluster_1602095 Cluster_1359758 Cluster_0603803 Cluster_1160554 Cluster_1490377 Cluster_1294278,Other,Yes
BGC0002244,EC:1.1.1.252 EC:4.2.1.94 Cluster_1192257 Cluster_1339804 Cluster_0604739 Cluster_1847488 Cluster_1073396 Cluster_0641043 Cluster_0757921 Cluster_0311260 Cluster_1904450 Cluster_0011227 Cluster_0576965 Cluster_0165691 Cluster_0192064 Cluster_1797757 Cluster_1200714 EC:2.3.1.94 Cluster_0453545,Polyketide,Yes
BGC0001339,Cluster_0980802 Cluster_0698425 EC:3.2.1.39 Cluster_1516797 Cluster_0980804 Cluster_1192257 Cluster_1044012 Cluster_0980803 Cluster_0980805 Cluster_0021055 Cluster_1049552 Cluster_1351721 Cluster_0618865 Cluster_0093394 EC:2.1.1.77 Cluster_1866339 Cluster_1866339 Cluster_0862562 Cluster_0604332 Cluster_0021055 EC:2.5.1.21 Cluster_1217077,Polyketide,Yes
BGC0000273,EC:1.1.1.205 Cluster_1066586 Cluster_0992606 EC:5.1.3.1 Cluster_1547016 Cluster_1164644 Cluster_0947447 EC:2.3.1.179 Cluster_1218646 EC:1.1.1.362 Cluster_1714433 Cluster_0225358 Cluster_0070386 Cluster_1344435 Cluster_0662321 Cluster_0175250 Cluster_1551338 Cluster_0125475 Cluster_1192257 Cluster_1366179 Cluster_1044407 EC:1.1.3.45 Cluster_0629862 Cluster_0985905 Cluster_1525068 EC:2.4.1.326 Cluster_1809265 Cluster_0985905 Cluster_0905627 Cluster_1809427 Cluster_1409852 Cluster_1376591 Cluster_0338158 EC:2.1.2.9 Cluster_0548501 Cluster_1307596,Polyketide Saccharide,Yes
BGC0000264,Cluster_0032639 Cluster_1267178 Cluster_0605558 Cluster_0765123 Cluster_0133392 Cluster_0059856 Cluster_0947447 EC:2.7.8.7 Cluster_0098396 Cluster_1357815 Cluster_1882849 Cluster_0775159 Cluster_0225358 Cluster_0008689 Cluster_0908621 Cluster_0791269 Cluster_1806792 Cluster_0659041,Polyketide,Yes
BGC0000708,Cluster_0236340 Cluster_0817190 EC:3.6.3.17 Cluster_1224699 Cluster_0264961 EC:1.1.1.329 EC:2.6.1.101 EC:4.2.3.4 EC:2.4.1.283 EC:3.6.3.44 Cluster_0152534 EC:1.1.3.43 Cluster_1255836 Cluster_1883191 Cluster_1111765 Cluster_0673184 Cluster_1255844 EC:2.6.1.93 Cluster_0031202 Cluster_1068460 Cluster_1855160 Cluster_0165425 Cluster_0172514 Cluster_0172515 Cluster_0775160 Cluster_0702226 Cluster_0057570 Cluster_0819229 Cluster_0710061 Cluster_1872089,Saccharide,Yes
BGC0000373,Cluster_1121202 Cluster_1453615 Cluster_1313057 Cluster_1207787 Cluster_0011227 Cluster_0864917 Cluster_0746318 Cluster_1653783 Cluster_0227587 Cluster_1519434 Cluster_1207787 Cluster_0775161 Cluster_0321044,NRP,Yes
BGC0001802,Cluster_1639363 Cluster_0993517 Cluster_0165693 Cluster_1639361 Cluster_0508027 Cluster_1843720 Cluster_0461969 Cluster_0636070 Cluster_0200163 Cluster_0484640 Cluster_1298984,RiPP,Yes
BGC0002446,Cluster_1207787 Cluster_0321044 Cluster_1869715 Cluster_0157144 Cluster_0157144 EC:2.2.1.2 EC:2.3.1.94 Cluster_1555084 EC:4.2.1.136 EC:2.3.1.94 EC:4.2.1.136 EC:4.2.1.136 Cluster_1106073 Cluster_1181355 Cluster_0836435 Cluster_1570114,Polyketide,Yes
BGC0002503,Cluster_1199471 EC:6.2.1.3 EC:2.7.7.89 EC:6.2.1.3 Cluster_1366176 Cluster_1713890 Cluster_1821912 Cluster_1207787 Cluster_0584036 Cluster_0718327 Cluster_1680828 Cluster_1693944,NRP Polyketide,Yes
BGC0002616,Cluster_0339192 Cluster_1212264 EC:1.1.1.205 Cluster_1780452 EC:3.1.1.4 Cluster_0593200 Cluster_1178519,Polyketide,Yes
BGC0001059,Cluster_1275743 EC:6.2.1.3 Cluster_1291524 Cluster_1644386 Cluster_0569818 Cluster_0075640 Cluster_0008689 EC:1.1.1.169 Cluster_1644386 Cluster_0569818 Cluster_0527965 EC:6.2.1.3 Cluster_1197564 Cluster_0098991 Cluster_0704649 EC:6.2.1.3 Cluster_1207787 EC:3.6.4.13 Cluster_1049183 Cluster_1880516 EC:2.6.1.87 EC:3.1.3.92 EC:1.1.1.361 Cluster_1736919 Cluster_1301808 Cluster_1125707 Cluster_1628638,NRP Polyketide,Yes
BGC0000140,Cluster_0614983 Cluster_1424732 Cluster_1192257 Cluster_0252035 Cluster_0293508 Cluster_1159173 Cluster_1630324 Cluster_1785310 Cluster_1599952 Cluster_1207787 EC:3.1.2.6,Polyketide,Yes
BGC0001402,EC:3.6.4.13 Cluster_1893564 EC:5.4.3.10 Cluster_0019089 Cluster_1727132 Cluster_0650602,NRP,Yes
BGC0001153,EC:6.2.1.3 Cluster_1291524 EC:3.6.3.44 Cluster_0410901 EC:6.2.1.3,NRP,Yes
BGC0001505,Cluster_1255688 Cluster_1830047 Cluster_0493105 Cluster_1610954 Cluster_0395119 Cluster_0569733 Cluster_0535282 Cluster_0094857 Cluster_0929002 Cluster_0493105,RiPP,Yes
BGC0002494,Cluster_1254983 EC:2.7.7.58 EC:5.4.4.2 EC:1.3.1.28 Cluster_1488613 Cluster_0022465 Cluster_0620867 Cluster_0264961 EC:3.6.3.34 Cluster_1821912 Cluster_1376468,NRP,Yes
BGC0000780,EC:2.7.7.3 Cluster_1077276 Cluster_1344385 Cluster_0122707 Cluster_1413801 Cluster_0059392 EC:2.7.1.166 EC:4.2.1.46 EC:2.7.7.24 EC:5.3.2.3 Cluster_1584439 EC:2.6.1.90 Cluster_0794278 Cluster_1224515 Cluster_0086848 Cluster_0063943 Cluster_1188851 Cluster_1006174 EC:1.1.1.276 Cluster_1519282 EC:2.4.99.12 Cluster_1121545 Cluster_1413801 Cluster_1609506 Cluster_0709593 EC:5.1.3.20 Cluster_1476601 Cluster_0532776 Cluster_1149200 Cluster_0019091 Cluster_0560518 Cluster_1510976 Cluster_0982936 Cluster_1674852 Cluster_0960644 Cluster_1178771 Cluster_0495315 Cluster_1586362 Cluster_0563814 Cluster_0844297 Cluster_0915696 EC:4.2.1.47 EC:1.1.1.271 Cluster_0173580 EC:2.7.7.13 EC:5.4.2.8 Cluster_0633658 Cluster_1060245 Cluster_0251003 EC:1.1.1.22 EC:2.7.7.9 Cluster_0753697 Cluster_0157783 Cluster_1691291 Cluster_0078149 Cluster_1099839 Cluster_1029496 Cluster_0540862 Cluster_0079152 Cluster_0019090 EC:5.3.1.1,Saccharide,Yes
BGC0001102,Cluster_1825974 Cluster_1726811 Cluster_0330345 Cluster_1228335 EC:2.6.1.77 Cluster_0711757 EC:2.7.7.59 Cluster_1018433 EC:2.1.1.43 EC:6.2.1.3 Cluster_1888988 EC:2.3.1.39 Cluster_0618865 Cluster_0153602,NRP Polyketide,Yes
BGC0001423,Cluster_0449421 EC:3.6.3.17 Cluster_1547300 Cluster_0985204 Cluster_1516797 EC:6.2.1.3 Cluster_0436945 Cluster_0421310 EC:3.6.4.13 Cluster_0380867 Cluster_0241908 EC:5.2.1.8 Cluster_0559960,NRP Polyketide,Yes
BGC0002710,Cluster_1739995 Cluster_0871330 Cluster_0152534 Cluster_1890695 Cluster_0983609 EC:6.2.1.3 Cluster_1704211 Cluster_0192070,NRP,Yes
BGC0001971,Cluster_1031365 Cluster_1180692 Cluster_1358593 Cluster_0534645 Cluster_1664560 Cluster_0373698 Cluster_0216308 Cluster_1180690 Cluster_1159173 Cluster_1159173 Cluster_1159173 EC:6.2.1.3 Cluster_1159173 Cluster_1736527 Cluster_0947447 EC:2.3.3.10 Cluster_0812161 Cluster_0410718 Cluster_1159173 Cluster_1159173 Cluster_0273961 Cluster_0105435 EC:3.2.1.39 Cluster_0710993,NRP Polyketide,Yes
BGC0000596,Cluster_1805401 Cluster_1616034 Cluster_0090149 Cluster_1143097 Cluster_1137379 Cluster_0248692 Cluster_0161709 Cluster_1070810 Cluster_1008998 Cluster_1616033 Cluster_1768964 Cluster_0704476 Cluster_1108348 Cluster_0857859 Cluster_1838152 Cluster_0898651 Cluster_1869715,RiPP,Yes
BGC0001820,Cluster_1852520 Cluster_0358756 Cluster_0775162 Cluster_0825660 Cluster_1592650 EC:6.2.1.3 Cluster_1170884 Cluster_1429163 Cluster_0377054 Cluster_0641043 Cluster_0375941 Cluster_1519434 EC:3.6.3.44,NRP,Yes
BGC0001012,Cluster_1124421 EC:2.3.1.94 EC:3.4.21.53 EC:4.2.1.119 Cluster_1044407,NRP Polyketide,Yes
BGC0001286,Cluster_0723843 Cluster_0412982 Cluster_0193811 Cluster_0021055 Cluster_1525916 Cluster_0306288 Cluster_1616035,Other,Yes
BGC0000782,Cluster_0512677 Cluster_0786047 EC:3.6.1.41 EC:4.2.1.46 EC:2.7.7.24 Cluster_0839379 EC:1.1.1.133 Cluster_0289633 EC:6.3.2.10 Cluster_0689182 EC:5.1.3.25 Cluster_0842586 Cluster_0057205 Cluster_0831328 Cluster_0833116 Cluster_1060846 Cluster_1491166 Cluster_0069316 EC:2.7.8.13 EC:5.1.3.2 Cluster_1693263,Saccharide,Yes
BGC0002712,Cluster_1467946 EC:2.3.1.178 Cluster_0966815 Cluster_1563710 Cluster_0078381 Cluster_1658632 Cluster_1514163 Cluster_0966815 Cluster_0907580 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 Cluster_0819229 Cluster_0662321 Cluster_0966815 Cluster_0641739 Cluster_0641043 Cluster_0675891 Cluster_0420096 Cluster_0587353 Cluster_0554161 Cluster_1316993 EC:3.6.3.24,Polyketide,Yes
BGC0000544,Cluster_0403031 Cluster_0786039 Cluster_0468435 Cluster_1152816 Cluster_0664241 Cluster_1602949 Cluster_0159403 Cluster_1577443 Cluster_0985422 Cluster_1469424 Cluster_0415330 Cluster_1090234 Cluster_0315572 Cluster_1049988 Cluster_0370570,RiPP,Yes
BGC0001730,Cluster_0010015 Cluster_0019084 Cluster_1782423 Cluster_1422424 Cluster_0369151 Cluster_1192257 Cluster_0001451 Cluster_0591221 Cluster_0267503 Cluster_0621617 Cluster_0862041 Cluster_0907580 Cluster_1783807 Cluster_1389436 Cluster_1403632 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 Cluster_0844170 Cluster_0641043 EC:6.4.1.2 Cluster_1762676 Cluster_0106506 Cluster_0775163 Cluster_0641043 Cluster_0382339 EC:2.1.1.303 Cluster_1720078,Polyketide,Yes
BGC0001940,Cluster_0382838 Cluster_1370069 Cluster_0763672 Cluster_1354201 Cluster_0812078 Cluster_1679555 Cluster_0204432 Cluster_1354202 Cluster_1357815 Cluster_1354203 Cluster_0618865 Cluster_1230728 Cluster_0225358 Cluster_0662321 Cluster_1106073 Cluster_0947447 Cluster_0947447 Cluster_1354204 EC:2.7.8.7 Cluster_0398718,Polyketide,Yes
BGC0002688,Cluster_1267855 EC:2.7.7.58 EC:3.3.2.1 Cluster_1199987 EC:6.2.1.3 Cluster_1199471 Cluster_1192257 Cluster_1616022 Cluster_0082395 Cluster_1058531 Cluster_0314806 Cluster_0264961 Cluster_0248805,NRP,Yes
BGC0001661,Cluster_1736174 Cluster_0641739 Cluster_1872105 Cluster_1465857 Cluster_0390833 EC:2.1.1.234 EC:2.6.1.50 Cluster_0966815 EC:4.2.1.46 EC:2.7.7.24 Cluster_0966815 Cluster_0662321 EC:1.1.1.100 Cluster_0714518 Cluster_0947447 EC:2.3.1.179 Cluster_0907580 Cluster_0970700 Cluster_0990251 Cluster_1150026 Cluster_0805133 EC:1.1.1.2,Polyketide,Yes
BGC0001360,Cluster_0339192 Cluster_1212264 EC:1.1.1.205 Cluster_1780452 Cluster_0688862 EC:3.1.1.4 Cluster_0593200 Cluster_1178519,Polyketide,Yes
BGC0001646,Cluster_0031824 Cluster_1354207 Cluster_1354208 Cluster_1073394 Cluster_1275743 EC:2.4.1.13 EC:2.3.1.193 Cluster_0205687 Cluster_0008689 Cluster_0242179 EC:2.1.1.77 Cluster_1663906 Cluster_0334735 Cluster_0649441 Cluster_1354205 Cluster_1809265 Cluster_1354209 Cluster_0360865 EC:2.7.3.9 EC:5.4.99.17 Cluster_0791130 Cluster_1354206,NRP Polyketide,Yes
BGC0000326,Cluster_1013303 Cluster_0410901 EC:6.2.1.3 Cluster_0031642 EC:2.1.1.61 Cluster_1124421 Cluster_1199471 Cluster_0624408 Cluster_1747296 Cluster_1809265 Cluster_1044407 Cluster_0284193 EC:1.1.3.15 EC:1.13.11.46 EC:2.6.1.103 Cluster_0052113,NRP,Yes
BGC0002529,Cluster_1830770 Cluster_1115618 Cluster_1366176 Cluster_0043451 Cluster_0365232,NRP,Yes
BGC0000252,Cluster_0848776 Cluster_0848776 Cluster_0928655 Cluster_0819229 Cluster_1567612 EC:6.2.1.26 Cluster_0567111 Cluster_1693246 Cluster_0861549 Cluster_0269899 Cluster_0642961 Cluster_1073395 Cluster_0430799 Cluster_0885097,Polyketide,Yes
BGC0000731,EC:2.7.7.9 Cluster_1169189 Cluster_0563045 Cluster_0907692 Cluster_1094225 EC:2.7.10.2 Cluster_0517355 Cluster_1762571 EC:4.1.1.65 Cluster_1873343 Cluster_1190633 Cluster_0054240 Cluster_1031617 Cluster_0291748 EC:1.1.1.44,Saccharide,Yes
BGC0001711,Cluster_1207787 EC:4.1.1.35 EC:2.6.1.76 Cluster_1228335 Cluster_1159173 Cluster_1255689 Cluster_1606392 Cluster_1586630 Cluster_0307841 EC:6.2.1.3 EC:2.7.7.59 Cluster_0365229 Cluster_1004512 Cluster_0098991 Cluster_1645182 Cluster_0019085 Cluster_1645182,NRP Polyketide,Yes
BGC0002048,EC:6.2.1.3 Cluster_0969645 EC:6.2.1.3 Cluster_0620419 Cluster_0057857 Cluster_1313057,NRP,Yes
BGC0001521,EC:2.7.11.1 Cluster_0815968 Cluster_0452290 Cluster_1199471 Cluster_1616036 Cluster_0029250 Cluster_1353147 Cluster_0502798 Cluster_1045294 EC:1.11.1.6 Cluster_0866292 Cluster_0261899 Cluster_0353196 Cluster_0568378 Cluster_0893692 Cluster_1707978 EC:2.7.7.67 Cluster_0617361 Cluster_0064196 Cluster_1172035 Cluster_1616037,NRP,Yes
BGC0000700,Cluster_1105347 Cluster_0647625 Cluster_1893359 Cluster_0954672 Cluster_0636509 EC:2.7.13.3 Cluster_1294860 Cluster_0029250 Cluster_0270921 Cluster_0688867 Cluster_0449565 Cluster_0377188 Cluster_1584235 Cluster_0226953 Cluster_0545357 Cluster_0781730 Cluster_1844661 Cluster_0508593 Cluster_0816564 Cluster_1196310 Cluster_1426096 EC:2.1.1.180 Cluster_0271396 Cluster_0673184 EC:2.7.1.95 Cluster_1161265 Cluster_1666084 Cluster_0688863 Cluster_1793702 Cluster_1012103 Cluster_1666084 Cluster_0271397 Cluster_0196669 EC:4.2.3.4 Cluster_0739701 Cluster_0942607 EC:2.7.1.191 Cluster_1021965 Cluster_1517781 Cluster_0275204 Cluster_1190633 Cluster_1801831 Cluster_1415740 Cluster_0383581 Cluster_1335572 Cluster_0968728 Cluster_1818968 Cluster_0264962 Cluster_0569160 Cluster_1852390 Cluster_1828902 Cluster_1296021 Cluster_1663097 Cluster_0688865 Cluster_1007257 Cluster_1193549 EC:2.1.1.77 Cluster_0688866 Cluster_1641920 Cluster_1809772 Cluster_0889397 Cluster_0688868 Cluster_0862956 Cluster_0688864 Cluster_0875274 Cluster_0785013 Cluster_0903003,Saccharide,Yes
BGC0000278,Cluster_1579119 Cluster_1021965 Cluster_0750702 Cluster_0390833 Cluster_0010015,Polyketide,Yes
BGC0000483,Cluster_0493105 Cluster_0569733 Cluster_0569733 Cluster_1406014 Cluster_1830047 Cluster_0493105,RiPP,Yes
BGC0002209,Cluster_1305718 Cluster_1197614 Cluster_0916006 Cluster_1192257 Cluster_0604739 Cluster_1170456 Cluster_0019086 Cluster_1780452 Cluster_0230495 Cluster_0643386,Polyketide,Yes
BGC0000080,Cluster_1616023 Cluster_1712887 Cluster_1446933 EC:2.7.13.3 Cluster_1113099 EC:2.7.13.3 Cluster_0655009 Cluster_1542022 Cluster_1555084 Cluster_0779982 Cluster_0779982 EC:1.1.1.95 Cluster_0175250 Cluster_0389855 Cluster_0245144 Cluster_0403649 Cluster_0229162 Cluster_1380525 Cluster_1442134 Cluster_1701774 EC:2.7.13.3,Polyketide,Yes
BGC0002174,Cluster_1263145,NRP,Yes
BGC0000038,Cluster_0964744 Cluster_0157587 Cluster_0905857 Cluster_0689572 EC:1.2.7.3 EC:1.2.7.3 Cluster_0106506 Cluster_0230495 EC:2.3.1.94 Cluster_1465054 Cluster_1555084 Cluster_1869715 Cluster_0286180 Cluster_1736174 Cluster_1161265 Cluster_0007581 Cluster_0230495 EC:1.1.1.100 Cluster_0464256 Cluster_1352573 Cluster_0738837 Cluster_1083386 EC:3.1.2.14 Cluster_1389436,Polyketide,Yes
BGC0000052,Cluster_0805133 EC:1.1.1.95 EC:4.2.1.136 EC:4.2.1.119 EC:2.3.1.94 Cluster_1465054 EC:2.2.1.2 EC:2.3.1.94 EC:2.3.1.193 EC:2.3.1.94 Cluster_1326948 Cluster_1206000 EC:3.6.3.28 Cluster_1126984 EC:5.1.3.13 Cluster_1870089 EC:4.2.1.46 Cluster_1207787 Cluster_0265579 Cluster_1608216 EC:2.7.8.7 Cluster_1514715 Cluster_0321044 EC:6.4.1.3 EC:3.5.3.11 Cluster_0512516 EC:2.3.1.37 EC:6.2.1.3,Polyketide,Yes
BGC0001093,Cluster_0223216 Cluster_0304335 Cluster_0912569 Cluster_1855328 Cluster_0304335 Cluster_0537674 Cluster_0833709 Cluster_0929998 EC:1.1.1.35 EC:2.7.7.42 EC:6.2.1.3 Cluster_0999426 EC:2.3.1.39 Cluster_0439544 Cluster_0763444 Cluster_1449151 Cluster_0201874 EC:3.2.1.20 Cluster_0858035 EC:2.7.11.1 Cluster_1618820,NRP Polyketide,Yes
BGC0001071,EC:2.1.1.77 Cluster_1361771 EC:6.2.1.3 Cluster_0983199 Cluster_1130126 Cluster_0451180 Cluster_1736527 EC:4.1.1.87 EC:2.3.3.10 Cluster_0410718 Cluster_0008689 Cluster_1102874 Cluster_0640009,Polyketide NRP,Yes
BGC0000011,Cluster_0748602 EC:1.1.1.91 EC:1.1.1.100 Cluster_0081701 Cluster_1125041 Cluster_1102874 EC:2.3.1.221 Cluster_1780452 Cluster_0629803 Cluster_1351758 EC:1.1.1.349 Cluster_1339804 Cluster_0604739 EC:1.14.13.174 EC:1.1.1.352 Cluster_0747707 EC:3.1.1.94 Cluster_0898982 Cluster_0733697 EC:1.14.19.n5 Cluster_0705532 EC:4.2.1.143 Cluster_1073396 EC:2.1.1.109 Cluster_1073396 Cluster_1797757,Polyketide,Yes
BGC0000319,EC:3.5.2.6 Cluster_0353014 Cluster_1192257 EC:1.2.1.31 EC:1.14.20.1 EC:5.1.1.17 Cluster_0271399 Cluster_0703462 Cluster_1866339 EC:1.14.11.26 Cluster_0617371 Cluster_1389436 Cluster_0271398 Cluster_0560281 Cluster_1319773 EC:2.6.1.36 EC:6.3.2.26 EC:1.21.3.1 Cluster_1579051,NRP,Yes
BGC0002137,Cluster_0742395 Cluster_0193830 Cluster_0853374 Cluster_1831569 Cluster_0455485 Cluster_0225358 Cluster_0909082 Cluster_0512516 Cluster_0662321 Cluster_0819229 EC:1.14.13.50 Cluster_1714433 Cluster_1714433 Cluster_1106073 Cluster_0641043 Cluster_1192257 Cluster_0714518 Cluster_0947447 EC:2.3.1.179 EC:3.6.4.12 Cluster_0976901 EC:1.14.13.50 Cluster_1371088 EC:1.14.13.9 EC:1.2.4.2 Cluster_0559006 Cluster_0994342 Cluster_0742810,Polyketide,Yes
BGC0000694,EC:2.4.1.283 EC:2.4.2.49 Cluster_0172514 EC:2.6.1.93 EC:4.2.3.4 EC:3.5.1.112 Cluster_0338638 Cluster_0967319 EC:4.3.2.6 EC:2.3.2.19 Cluster_1436510 EC:6.2.1.39 EC:4.1.1.95 EC:1.14.14.13 EC:3.1.3.88 Cluster_0196669,Saccharide,Yes
BGC0002227,Cluster_0306757 Cluster_0970525 Cluster_0837980 Cluster_1192257,NRP,Yes
BGC0001332,Cluster_1555084 Cluster_0400154 Cluster_1873024 Cluster_1161265 EC:2.7.4.9 EC:3.1.2.14 Cluster_1207787 Cluster_0284193 EC:1.1.1.100 Cluster_0983199 Cluster_1485282 Cluster_1159173 Cluster_1153908 EC:1.3.1.86 EC:6.2.1.3,NRP Polyketide,Yes
BGC0000703,Cluster_1909340 Cluster_1192257 Cluster_0850520 Cluster_1025683 Cluster_0452945 Cluster_1703663 Cluster_0333107 Cluster_1855160 Cluster_1068460 Cluster_1013303 EC:1.1.1.329 Cluster_1451418 Cluster_1161265 Cluster_0196669 EC:2.6.1.101 EC:4.2.3.4 Cluster_0646080 EC:2.4.1.301 Cluster_0673184 EC:2.6.1.101 EC:1.14.11.37 EC:1.1.1.355 Cluster_0381706 EC:2.4.1.284 Cluster_1698652 Cluster_0186070 Cluster_0633604 Cluster_0616166 Cluster_0430799,Saccharide,Yes
BGC0002224,Cluster_1866339 Cluster_1199425 Cluster_0358756 Cluster_0021055 Cluster_0191380 Cluster_1598103 Cluster_0021055 Cluster_1448797 Cluster_0604727 EC:2.7.7.48 Cluster_0825341 Cluster_1199426 Cluster_0862562 Cluster_1436107,Polyketide,Yes
BGC0001193,EC:6.2.1.3 Cluster_1806792 Cluster_1514533 Cluster_0998236 Cluster_1809265 Cluster_0791422 Cluster_1567247 Cluster_1217467 Cluster_1013303 Cluster_0746318 Cluster_0864917 Cluster_0011227 Cluster_1207787 Cluster_1313057 Cluster_1653783 Cluster_1012103 Cluster_1563038 Cluster_1519434 Cluster_1192257 Cluster_1031819 Cluster_0071925 Cluster_1608035 Cluster_0089494 Cluster_0524701 Cluster_0019087,NRP,Yes
BGC0000958,Cluster_0709394 Cluster_1312168 Cluster_1542812 Cluster_0983199 Cluster_1658632 Cluster_0618865 Cluster_1816044 Cluster_1400160 Cluster_1294938 Cluster_0960622 Cluster_0060118 Cluster_1487756 Cluster_1706628 EC:1.13.11.11 Cluster_0796199,NRP Polyketide,Yes
BGC0001324,EC:1.1.3.20 Cluster_1205981 Cluster_0375941 EC:2.5.1.28 Cluster_1205981 Cluster_0256457 Cluster_1205981 EC:2.5.1.28 Cluster_1205981 Cluster_1073397 EC:4.2.3.51 Cluster_0375941 Unknown EC:2.3.1.232,Terpene,Yes
BGC0002402,EC:5.4.99.39 Cluster_1870630 Cluster_1616024 Cluster_1206131 EC:1.14.13.93,Terpene,Yes
BGC0002050,EC:6.2.1.3 Cluster_0019088 Cluster_1617271 Cluster_0209165 Cluster_0879957 EC:6.2.1.3 EC:2.4.1.12 Cluster_0879957 EC:2.7.11.13 Cluster_1102874 EC:2.7.8.7,NRP Polyketide,Yes
BGC0000793,Cluster_1012850 Cluster_1899692 Cluster_0426008 EC:2.4.1.58 EC:2.4.1.44 EC:2.4.1.52 Cluster_1031595 Cluster_1741287 Cluster_0289557 Cluster_1357773,Saccharide,Yes
BGC0002221,Cluster_0677391 Cluster_0980407 Cluster_0820449 Cluster_1881079 Cluster_1102874 Cluster_1221368 Cluster_1616025 Cluster_1616027 Cluster_1616026 Cluster_1616028,Terpene,Yes
BGC0000956,Cluster_1017434 Cluster_0405261 EC:1.1.1.100 Cluster_0947447 Cluster_1445537 Cluster_1544896 Cluster_0556415 Cluster_1049552 Cluster_1665539 EC:6.2.1.3 Cluster_1664882 Cluster_1330062 Cluster_0144607 Cluster_1367200 Cluster_1020577 Cluster_1491047 Cluster_1386662 Cluster_1821912 Cluster_1544896 EC:6.4.1.2 Cluster_0422310,NRP Polyketide,Yes
BGC0001945,Cluster_1326221 Cluster_0840340 Cluster_0797621 Cluster_0951683 EC:4.2.1.11 Cluster_0210555 Cluster_1681946 Cluster_0603716 Cluster_1102752 Cluster_0164188 Cluster_0479931 Cluster_0451180 Cluster_1282121 Cluster_0667089 Cluster_1755136 EC:1.1.1.35 EC:2.3.1.9 Cluster_1313057 EC:1.3.8.1 EC:6.2.1.26 Cluster_0349490 Cluster_1902588 Cluster_1643337 Cluster_1018680 Cluster_1658632 Cluster_0772348 Cluster_1073398 EC:1.5.1.5 Cluster_1176798,NRP,Yes
BGC0000678,EC:1.2.1.12 EC:1.14.11.35 Cluster_1192257 EC:1.1.1.340 EC:1.14.13.171 EC:1.14.11.36 Cluster_0502744 Cluster_0786272 EC:4.2.3.7 EC:1.14.13.133 Cluster_0529774 Cluster_0407993 Cluster_1649736,Terpene,Yes
