ID,sentence,labels,isBGC
BGC0001449,Cluster_0354600 Cluster_0097031 EC:2.7.13.3 EC:2.1.1.144 Cluster_0916006 Cluster_1628564 Cluster_0272898 EC:1.1.1.14 Cluster_0886733 Cluster_1616021 Cluster_0459530 Cluster_0698425 Cluster_1658632,NRP Polyketide Alkaloid,Yes
BGC0000533,Cluster_0975689 Cluster_1048399 Cluster_1049079 Cluster_0415330 Cluster_1090234 Cluster_0508027 Cluster_0630324 Cluster_0410901,RiPP,Yes
BGC0001737,Cluster_0621617 Cluster_0267503 Cluster_1870493 EC:2.5.1.61 Cluster_1159173 Cluster_0779982 Cluster_1159173 Cluster_1465054 Cluster_1159173 Cluster_0969645,NRP Polyketide,Yes
BGC0001959,EC:3.5.4.25 Cluster_1011338 EC:2.1.1.255 Cluster_0794794 Cluster_0793980 Cluster_0471644 Cluster_1168354 Cluster_0032643 Cluster_0891593 Cluster_1424732,Other,Yes
BGC0000185,Cluster_0845157 Cluster_0008689 Cluster_1580335 Cluster_1465054 EC:2.7.7.7 Cluster_1606392 Cluster_1361771 Cluster_0440532 Cluster_0242179 Cluster_0669826,Polyketide,Yes
BGC0000656,Cluster_0178474 EC:1.3.99.26 EC:2.5.1.32,Terpene,Yes
BGC0001950,Cluster_1616723 EC:2.4.1.13 Cluster_0853927 EC:2.1.1.77 Cluster_1549266 Cluster_0293508 EC:6.2.1.3 EC:6.2.1.3 Cluster_0436945,NRP,Yes
BGC0001949,Cluster_0377047 Cluster_0688844 Cluster_0205680 Cluster_1102874,Other,Yes
BGC0000004,Cluster_1052945 EC:2.3.1.221 EC:1.1.1.349 EC:2.3.1.86 EC:2.3.1.86 Cluster_1104875 Cluster_0604739 EC:1.1.1.352 EC:3.1.1.94 Cluster_1847488 EC:1.1.1.100 Cluster_1102874 EC:1.14.13.174 Cluster_1780452 Cluster_1073396 EC:2.1.1.109 EC:2.1.1.110 EC:1.14.13.175 EC:4.2.1.143 Cluster_1780452 Cluster_0748602 Cluster_1073396 Cluster_1797757,Polyketide,Yes
BGC0002009,Cluster_1149399 EC:4.2.1.10 Cluster_1044407 Cluster_0765365 Cluster_0931692 Cluster_1044407 EC:3.1.2.14 Cluster_1312168 Cluster_1579099 Cluster_1222549 Cluster_1459204 Cluster_0714008 EC:3.6.3.42 Cluster_0410901 Cluster_1140967 Cluster_1352573 Cluster_1044407 Cluster_1044407 Cluster_0390833 Cluster_0805133 Cluster_1325755 Cluster_0800357 Cluster_0519424 Cluster_0750702 Cluster_0680375 Cluster_1044407 EC:2.7.1.2 Cluster_1794670 Cluster_1348452 EC:2.6.1.50 Cluster_1180678 Cluster_1073496 EC:2.5.1.54 EC:4.2.3.4 Cluster_0439585 Cluster_1281899 EC:2.3.1.94 EC:2.3.1.94 Unknown EC:2.3.1.94 EC:4.2.1.119 EC:2.3.1.94 Cluster_1044407 Cluster_0846009 Cluster_1408440 Cluster_0010015,Polyketide,Yes
BGC0001305,Cluster_0306757 Cluster_1658632 Cluster_0970525 Cluster_0742810 Cluster_1245047 Cluster_0677391,Polyketide,Yes
BGC0000965,Cluster_0157136 Cluster_0922954 Cluster_0826075 Cluster_0977199 Cluster_1160215 Cluster_0684769 Cluster_1324087 Cluster_0671527 Cluster_1747296 EC:2.7.7.24 Cluster_0238547 Cluster_0924258 EC:2.1.1.197 Cluster_0393170 EC:3.3.2.9 EC:4.1.3.27 EC:2.6.1.86 Cluster_1204325 EC:1.3.99.24 Cluster_0183849 EC:5.1.3.13 Cluster_1869715 Cluster_0805133 EC:4.2.1.46 Cluster_1736174 Cluster_1886963 Cluster_0072736 Cluster_0554996 Cluster_1609881 Cluster_0223216 Cluster_1352116 Cluster_0646520 EC:4.3.1.3 Cluster_1485282 Cluster_1547016 EC:2.1.1.303 Cluster_0616194 Cluster_1873024 Cluster_1249187 Cluster_1553363 Cluster_0815319 Cluster_0570020 Cluster_0837806 Cluster_0066261 Cluster_0277420 Cluster_0276372 Cluster_1900613 Cluster_1121201 Cluster_0234613 Cluster_1102874 Cluster_1349926 Cluster_1159173 Cluster_1719468 Cluster_1464558 Cluster_1228712 Cluster_1228712 Cluster_0182164 Cluster_1170764 Cluster_0118840 Cluster_0492536 Cluster_1160215 Cluster_0977199 Cluster_0157137 Cluster_1482524 Cluster_0977199 Cluster_1160215,Polyketide,Yes
BGC0001675,Cluster_1709950 Cluster_0484398 Cluster_0643509 Cluster_1760289 Cluster_1100492 Cluster_1192257 Cluster_1366179 Cluster_0571726 Cluster_1295471 Cluster_1281899 EC:2.3.1.180 Cluster_0994159 Cluster_0643389 Cluster_1140967 Cluster_1229866 Cluster_1389436 Cluster_0839379 EC:2.7.7.24 Cluster_0805133 EC:4.2.1.46 EC:1.1.1.133 Cluster_0393170 Cluster_0321234 EC:2.3.1.180 EC:6.2.1.20 EC:4.1.3.27 Cluster_1254983 Cluster_0819229 EC:2.5.1.54 Cluster_0266593 Cluster_1281899 Cluster_1025594 Cluster_0966815 Cluster_0070386 Cluster_1563710 EC:2.3.1.179 Cluster_0947447 Cluster_1164644 Cluster_0919103 Cluster_0566414 Cluster_0662321 Cluster_0819229 Cluster_1854977 Cluster_0580909 Cluster_0276372 Cluster_0420096 EC:1.1.1.268 Cluster_1516319 Cluster_1714433 Cluster_1714433 Cluster_1218646 Cluster_0966815 Cluster_0905857 Cluster_0994159 Cluster_1192257 Cluster_1424732 Cluster_1568872 Cluster_0659041,Polyketide,Yes
BGC0001588,Cluster_1172035 Cluster_0907692 EC:2.7.8.31 Cluster_0556413 Cluster_0123873 Cluster_0556413 Cluster_1644386 Cluster_0727062 EC:6.2.1.n2 Cluster_0185849 Cluster_0897177 Cluster_0214189 Cluster_0304335 Cluster_1169189 Cluster_1031617 Cluster_1132159 Cluster_1016465 Cluster_1613777 Cluster_0985574 Cluster_0206208,Saccharide,Yes
BGC0000153,Cluster_1809265 EC:2.7.11.1 Cluster_1062711 Cluster_1127678 Cluster_0519424 Cluster_0504533 Cluster_0525100 EC:3.2.1.4 Cluster_0779982 Cluster_1159173 EC:2.1.1.61 Cluster_1159173 Cluster_1516797 Cluster_0779982 Cluster_0223573 Cluster_1159173 Cluster_1159173 Cluster_0899144 Cluster_0966815 EC:2.7.7.72,NRP Polyketide,Yes
BGC0000315,Cluster_1616016 EC:4.1.1.48 EC:2.4.2.18 EC:4.1.3.27 EC:4.1.3.27 Cluster_0164558 Cluster_0231168 Cluster_0386797 Cluster_1199471 EC:3.1.1.23 Cluster_0367679 Cluster_0052113 Cluster_1687317 Cluster_0689057 EC:3.6.3.25 Cluster_1553843 Cluster_0659041 Cluster_0968728 EC:1.1.3.15 Cluster_0289745 EC:3.6.4.12 EC:6.2.1.3 EC:6.2.1.3 Cluster_0908095 Cluster_1792711 Cluster_0410901 EC:1.14.11.39 Cluster_0032621 Cluster_1568877 Cluster_0087722 Cluster_1713993 Cluster_0706752 Cluster_0162720 Cluster_1022330 Cluster_1886172 EC:1.14.13.24 EC:2.3.1.180 Cluster_0501892 Cluster_0947447 Cluster_0861287,NRP,Yes
BGC0001323,EC:1.1.3.20 Cluster_1590860 EC:2.5.1.28 EC:2.5.1.28 Cluster_1205981 EC:2.5.1.28 EC:4.2.3.50 Cluster_0375941 Cluster_1590861,Terpene,Yes
BGC0000770,Cluster_1032611 Cluster_0709593 Cluster_1344385 Cluster_1616019 Cluster_1076080 Cluster_1639295 Unknown Cluster_1898309 Cluster_0067510 Cluster_1491428 Cluster_1256353 Cluster_1526470 Unknown Cluster_1024215 Cluster_1616020,Saccharide,Yes
BGC0001408,Cluster_0681335 Cluster_0657968 Cluster_0107119 Cluster_0657968 Cluster_0909348 Cluster_0633887 Cluster_1720985,Other,Yes
BGC0002177,Cluster_0153396 Cluster_1726598 Cluster_1824206 Cluster_0108279 EC:1.3.5.1 Cluster_0404609 Cluster_1395762 Cluster_0643386 Cluster_1758358 Cluster_1052945 Cluster_1018065 Cluster_0806944 EC:1.10.3.2,Polyketide,Yes
BGC0001600,Cluster_0831424 Cluster_1305718 Cluster_0099605 Cluster_1102874 Cluster_0299640 Cluster_0453545 Cluster_0306757 Cluster_0831423,Polyketide,Yes
BGC0001723,Cluster_0966815 Cluster_0907580 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 EC:1.1.1.100 Cluster_0662321 Cluster_0966815 Cluster_0966815 Cluster_1872105,Polyketide,Yes
BGC0000386,Cluster_1115462 Cluster_0172813 EC:1.14.13.59 Cluster_1291524 EC:2.7.7.89 Cluster_0098991 Cluster_0417775 Cluster_1224699 Cluster_1417483 Cluster_0264961 EC:3.6.3.34 Cluster_1228335 Cluster_1199471 Cluster_0551471,NRP,Yes
BGC0002620,Cluster_0510830 Cluster_1555096 Cluster_0813723 Cluster_1662788 Cluster_1040619 Cluster_0606539,Other,Yes
BGC0002345,Cluster_0227107 EC:1.4.99.5 EC:1.4.99.5,Other,Yes
BGC0000036,Cluster_1273729 Cluster_1885167 Cluster_1662592 Cluster_0577289 Cluster_0805133 Cluster_1465054 Cluster_1747296 Cluster_0158366 Cluster_0455485 Cluster_0507035 Cluster_1566509 Cluster_0455485 Cluster_0750702 Cluster_1140387 Cluster_0390833 Cluster_0874677 Cluster_1352573 Cluster_0601862 Cluster_1806792 Cluster_1389436 EC:3.1.2.14 EC:4.2.1.46 EC:2.7.7.24 Cluster_0805133 Cluster_0966815 EC:2.2.1.7 EC:2.3.1.165 Cluster_1044407 EC:3.1.26.11 Cluster_0779982 EC:2.3.1.94 EC:2.3.1.38 Cluster_0966815 Cluster_0171436 Cluster_1630324 Cluster_1785310 Cluster_1599952 Cluster_1802064 Cluster_0436129 Cluster_0507037 Cluster_0643292 Cluster_1463079 Cluster_0507036,Polyketide Saccharide,Yes
BGC0002079,Cluster_1349926 Cluster_0624408 Cluster_0614035 EC:6.2.1.20 Cluster_0293508 EC:6.2.1.3 EC:6.2.1.3 EC:6.2.1.3 Cluster_1491047 EC:6.2.1.3 Cluster_1199471 Cluster_1278326 Cluster_0908095 Cluster_1145220 Cluster_1548052 Cluster_1148116 EC:3.6.3.17 Cluster_1005242 Cluster_1716501 Cluster_1151472 Cluster_1695464 Cluster_0367067 Cluster_1526946 Cluster_0292378 Cluster_1507506 Cluster_1583809 Cluster_0659041 Cluster_1809265 Cluster_0923528 Cluster_1115624 EC:1.1.1.14 Cluster_1022330 Cluster_0162720 Cluster_0706752 Cluster_0087722 Cluster_1568877 Cluster_0032621 Cluster_1470147 Cluster_0964744 Cluster_0964744 Cluster_0157587 Cluster_0557280,NRP,Yes
BGC0002596,Cluster_1436145 Cluster_1436145 EC:2.7.7.6 Cluster_1177453 Cluster_1436145 Cluster_1616015 Cluster_1616014,Polyketide,Yes
BGC0000060,Cluster_1257250 Cluster_1447730 Cluster_1150033 Cluster_0321044 Cluster_1400770 Cluster_1555084 EC:2.3.1.94 EC:4.2.1.136 EC:2.3.1.38 Cluster_1044407 Cluster_0090651 Cluster_1534731 Cluster_1809265 EC:1.14.13.185 Cluster_1013542 Cluster_1555084 Cluster_1555084 Cluster_0851897 Cluster_0815320 EC:3.1.2.14 Cluster_1787479,Polyketide,Yes
BGC0002522,Cluster_0385013 Cluster_1645182 EC:6.2.1.3 Cluster_0603716 EC:4.1.1.31 Cluster_1238146 Cluster_1841688 Cluster_1645182,NRP,Yes
BGC0001038,Cluster_0318766 Cluster_0070386 Cluster_0688845 EC:5.1.3.35 Cluster_0819229 Cluster_0204845 EC:2.7.1.188 EC:4.2.3.152 Cluster_0648696 Cluster_1344435 Cluster_1192257 Cluster_1708805 Cluster_0451180 EC:2.7.7.12 EC:4.3.3.5 Cluster_0624408 Cluster_1313057 Cluster_0057857 Cluster_1854977 Cluster_1333747 Cluster_1333747 Cluster_1333747 Cluster_1159173 Cluster_1159173 Cluster_0688846 Cluster_1356346 Cluster_1747296,NRP Polyketide,Yes
BGC0000333,Cluster_1590862 Cluster_1633300 Cluster_0065548 EC:3.6.3.17 Cluster_1789428 Cluster_0191877 Cluster_1044407 Cluster_1693722 EC:3.1.2.14 Cluster_1196828 Cluster_1044407 Cluster_0165805 Cluster_0321044 Cluster_1809265 Cluster_1115624 EC:6.2.1.3 Cluster_1199471 Cluster_0809287 Cluster_1404060 EC:1.2.1.10 EC:4.1.3.39 Cluster_0641043 Cluster_0613878,NRP,Yes
BGC0001859,EC:1.5.1.5 Cluster_1102752 Cluster_0976159 Cluster_1678536 EC:5.4.2.9 Cluster_0796311 Cluster_0036830 EC:1.11.1.23 Cluster_0269280 EC:2.7.4.9 Cluster_0269275 Cluster_0364599 Cluster_0379438 Cluster_1575137,Other,Yes
BGC0001420,Cluster_0500435 Cluster_1612211 Cluster_1862102 Cluster_0261420 Cluster_1516797 EC:6.2.1.3 EC:6.2.1.3 Cluster_0421310 Cluster_0618865 Cluster_0838663 Cluster_0293508 Cluster_1303395 EC:6.2.1.20,NRP Polyketide,Yes
BGC0001058,Cluster_1811763 Cluster_0680232 EC:3.6.4.13 Cluster_1255695 Cluster_1639355 EC:3.1.2.14 Cluster_0937957 Cluster_0514359 Cluster_0735646 Cluster_1278326 Cluster_1729705 Cluster_1501678 Cluster_0831416 EC:6.2.1.3 Cluster_1124421 Cluster_0983199 Cluster_1352116 EC:6.2.1.3 Cluster_1637488 Cluster_1506384 Cluster_0568812 Cluster_0640009 EC:6.2.1.3 Cluster_0436945 Cluster_1228335 Cluster_0782081 Cluster_1639356 Cluster_0771356 Cluster_0961951 Cluster_1900639 EC:2.7.7.70 Cluster_1629475 Cluster_1526085 Cluster_1352116 Cluster_0031642 Cluster_0287775 Cluster_1357074 Cluster_1272473 Cluster_1416483 Cluster_0618865 Cluster_0930522 Cluster_1828924 Cluster_1129547 Cluster_0832765 EC:2.8.1.6 Cluster_0601108 Cluster_1537543 Cluster_0061814,NRP Polyketide Saccharide,Yes
BGC0000980,EC:2.3.1.94 Cluster_0789487 Cluster_0983199,NRP Polyketide,Yes
BGC0001200,Cluster_0164686 Cluster_0160806 Cluster_1364253 Cluster_1173927 Cluster_1130658 Cluster_0507038 Cluster_0507042 Cluster_0507039 EC:2.3.1.165 EC:2.3.1.94 EC:2.3.1.94 EC:4.2.1.136 Cluster_0105435 EC:3.2.1.1 Cluster_1408828 Cluster_0507043 Cluster_0507041 Cluster_0411987 Cluster_0176575 Cluster_0507040 Cluster_0197315,Polyketide,Yes
BGC0002579,Cluster_1619588 Cluster_0553141 Cluster_1590863 Cluster_1457055 Cluster_1422578 EC:3.6.3.44 Cluster_1530014 Cluster_0020377 Cluster_0200855,RiPP,Yes
BGC0002257,Cluster_1780452 Cluster_0604739 Cluster_1212264 Cluster_0705532 Cluster_1758358 EC:3.1.26.11 EC:2.3.1.94,Polyketide,Yes
BGC0001463,Cluster_0791422 Cluster_0996241 Cluster_0473966 Cluster_1747296 Cluster_1313057 EC:6.2.1.1,Other,Yes
BGC0000214,Cluster_1309863 Cluster_0839379 EC:2.4.1.327 Cluster_0130925 Cluster_0389724 Cluster_1218646 EC:2.3.1.179 Cluster_0947447 Cluster_0455485 Cluster_1831569 Cluster_0616194 EC:2.4.1.326 EC:4.2.1.46 EC:3.6.3.25,Polyketide,Yes
BGC0002609,Cluster_1870606 Cluster_0548846 Cluster_0082258 Cluster_1893529 Cluster_1703548 Cluster_1170709,NRP Polyketide,Yes
BGC0001911,Cluster_0316656 Cluster_1614850 Cluster_1662931 Cluster_1530499 Cluster_1044407 Cluster_0242130 Cluster_1221368 Cluster_1102874 Cluster_0779599 Cluster_0187377,Terpene,Yes
BGC0000143,EC:2.3.1.38 EC:2.3.1.38 Cluster_1362134 Cluster_0674478 Cluster_0321044 Cluster_1809265 Cluster_1809265 EC:2.7.7.6,Polyketide,Yes
BGC0000201,Cluster_0070386 Cluster_1389436 Cluster_0714518 Cluster_0662321 Cluster_1083386 Cluster_0970700 Cluster_1514163 Cluster_0966815 Cluster_0032639 Cluster_0907580 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 EC:1.1.1.100 Cluster_0662321 Cluster_0966815 Cluster_1192257 Cluster_0926857 Cluster_1872105 Cluster_0008689 Cluster_1352573 Cluster_1532303 EC:4.2.1.46 Cluster_1021965 Cluster_0390833 Cluster_0010015 Cluster_0481597 Cluster_0574501 Cluster_1465857,Polyketide Saccharide,Yes
BGC0000062,Cluster_0043139 Cluster_0306757 Cluster_1060556 Cluster_1475003 Cluster_1839977 Cluster_1056518 EC:6.2.1.26 Cluster_0306288 Cluster_0675580 Cluster_1320861 Cluster_0688847 Cluster_1102874 Cluster_0117442 Cluster_1797983 Cluster_1528203 Cluster_0650602,Polyketide,Yes
BGC0000827,Cluster_0674478 Cluster_1809265 EC:4.3.3.5 EC:1.4.3.23 EC:1.21.98.2 Cluster_1044407 Cluster_0451180 Cluster_0966815 Cluster_1048396 EC:2.7.7.24 EC:4.2.1.46 EC:2.6.1.50 EC:5.1.3.13 Cluster_1443478 Cluster_0390833 EC:4.1.1.15 Cluster_0083884,Alkaloid,Yes
BGC0000064,EC:3.1.1.4,NRP Polyketide,Yes
BGC0000825,Cluster_1273732 EC:4.2.1.46 EC:2.7.7.24 Cluster_1809265 EC:4.3.3.5 EC:1.4.3.4 EC:1.21.98.2 Cluster_1044407 Cluster_0451180 Cluster_0390833 Cluster_1443478 EC:2.6.1.50 EC:5.1.3.13 Cluster_0451180 Cluster_0966815,Alkaloid,Yes
BGC0002052,Cluster_0328104 EC:4.2.1.108 EC:2.6.1.76 EC:2.3.1.178,Other,Yes
BGC0000502,Cluster_0169883 Cluster_0836435 Cluster_0630324 EC:3.6.3.44 Cluster_1393299 Cluster_1604397 Cluster_1636231 Cluster_1061288 Cluster_0659041 Cluster_0820569 Cluster_0086168 Cluster_0086168 Cluster_0086168 Cluster_0086168 Cluster_0086168 Cluster_0086168 Cluster_0086168,RiPP,Yes
BGC0000935,Cluster_0524828 Cluster_1397677 Cluster_1192257 Cluster_0822213 Cluster_0166173 Cluster_0504390 Cluster_1434733 Cluster_1278512 Cluster_1013303 EC:5.3.3.17 Cluster_1082712 Cluster_1463750 Cluster_1254983 Cluster_0513957 Cluster_0176291 Cluster_0455485 EC:2.7.1.71 EC:4.2.3.5 Cluster_1616016 Cluster_0143542 Cluster_1255414 Cluster_1207787 Cluster_1285293 Cluster_1596080 Cluster_0866292,Other Polyketide,Yes
BGC0001922,Cluster_1568197 Cluster_1192257 EC:2.6.1.9 Cluster_1371088 Cluster_1793822 Cluster_1367382 Cluster_0230495 Cluster_0390833 Cluster_1870089 Cluster_1653799 Cluster_0671527 Cluster_1501678 EC:6.3.4.6 Cluster_1762676 EC:6.4.1.2 EC:1.13.12.21 Cluster_0947447 EC:2.3.1.179 Cluster_1403632 EC:4.2.1.154 EC:6.2.1.3 Cluster_0844170 Cluster_0750517 Cluster_0641043 Cluster_0714518 Cluster_1747296 Cluster_1669331 Cluster_0294575 Cluster_0750702 Cluster_0805133 Cluster_1719442 Cluster_0966815 Cluster_0849766 Cluster_0849766 Cluster_0999175 Cluster_0576435 Cluster_1658632 Cluster_1653799 Cluster_0641043,Polyketide,Yes
BGC0002208,Cluster_0641043 Cluster_0245246 Cluster_1052945 Cluster_1722574 Cluster_1616021 EC:6.2.1.3,NRP,Yes
BGC0002548,Cluster_0385013 Cluster_1645182 Cluster_1124421 EC:6.2.1.3 EC:6.2.1.3 Cluster_1238146 Cluster_1841688 Cluster_1645182,NRP,Yes
BGC0002525,Cluster_1590864 Cluster_1881079 EC:2.3.3.10 Cluster_0079508 EC:2.1.1.197 Cluster_1467791 Cluster_0919451,Polyketide,Yes
BGC0000495,Cluster_0272884 Cluster_0856662 Cluster_0658032 Cluster_0859933 Cluster_0859933 Cluster_1031411 Cluster_1904482 Cluster_0272883 Cluster_0257405 Cluster_1228682 Cluster_0347848 Cluster_1173162 Cluster_1173927 EC:3.6.3.17 Cluster_0952415 Cluster_1420023 Cluster_1449151 Cluster_0991226 Cluster_1587473 Cluster_0820569 Cluster_1418703 Cluster_0659041 Cluster_0292378 Cluster_1507506 Cluster_1553843 Cluster_0659041 Cluster_0789490 Cluster_1713323 Cluster_0225968 Cluster_0088498 Cluster_0267214 Cluster_0392444,RiPP,Yes
BGC0000056,Cluster_1719468 Cluster_1159173 Cluster_0507044,Polyketide,Yes
BGC0001841,Cluster_1124421 Cluster_1366176 Cluster_1680828 Cluster_1809265,NRP Polyketide,Yes
BGC0001036,EC:4.2.3.4 Cluster_1516648 Cluster_0256986 Cluster_0966815 Cluster_0507047 EC:2.3.1.180 Cluster_0093731 Cluster_0471274 Cluster_0267503 Cluster_0621617 Cluster_1199471 Cluster_1903238 Cluster_0031642 Cluster_0230834 Cluster_1747296 Cluster_0742456 EC:6.2.1.3 Cluster_1124421 Cluster_1207787 EC:3.6.3.25 Cluster_1148116 Cluster_1500476 Cluster_1044407 EC:2.6.1.103 Cluster_0200163 Cluster_1851871 Cluster_0611810 Cluster_1809265 Cluster_1207787 Cluster_1542022 EC:2.3.1.94 EC:2.3.1.94 EC:2.3.1.94 Cluster_1366176 Cluster_1207787 Cluster_1607354 Cluster_0978679,NRP Polyketide,Yes
BGC0000692,Cluster_0673184 Cluster_0410901 Cluster_0410901 Cluster_1385384 Cluster_0271396 Cluster_1607854 Cluster_0653359 Cluster_1736379 Cluster_1048398 Cluster_0493640 Cluster_0473478 EC:2.1.1.297 Cluster_0694388 Cluster_0676038 EC:2.4.1.283 EC:4.2.3.4 EC:2.6.1.50 EC:1.1.1.329 Cluster_1263672 Cluster_0734852 Cluster_0819229 Cluster_0196669 Cluster_0057570 EC:3.1.3.39 Cluster_0386509 Cluster_0795711 Cluster_1886963 Cluster_0440187 Cluster_1449514 Cluster_0033674 Cluster_1048397,Saccharide,Yes
BGC0001010,Cluster_0507046 Cluster_1690668 Cluster_0507045 Cluster_0660602 Cluster_0118666 Cluster_0864554 Cluster_0063774 EC:5.1.3.7 Cluster_0559793 Cluster_1159173 EC:6.2.1.3 EC:6.2.1.3 Cluster_1516797 Cluster_1159173 Cluster_1124421 Cluster_1374484 Cluster_0724249 Cluster_0942706 Cluster_0410901,NRP Polyketide,Yes
BGC0001829,Cluster_0060411 Cluster_1207787 EC:3.4.25.1 EC:2.3.1.180 Cluster_1630392 Cluster_1422402 EC:6.2.1.3 Cluster_1255414 Cluster_1809265 Cluster_0436945 Cluster_0831416 Cluster_1525397 Cluster_0228862,NRP Polyketide,Yes
BGC0002173,Cluster_1466249 Cluster_1881079 Cluster_1756852 Cluster_0629236,Terpene Saccharide,Yes
BGC0002096,Cluster_1485172 Cluster_1501678 Cluster_1827681 Cluster_0849195 Cluster_0624408 Cluster_1313057 Cluster_0512516 Cluster_0531280 Cluster_1267178 Cluster_0172522 EC:3.6.3.29 Cluster_0947447 Cluster_0762898 Cluster_0230495 Cluster_1333747 Cluster_0406238 Cluster_1516797 Cluster_1747296 Cluster_0507047 EC:1.3.1.9 Cluster_0987950 Cluster_0657458,Polyketide,Yes
BGC0000773,EC:2.7.7.9 EC:4.2.1.46 EC:1.1.1.133 EC:2.7.7.24 EC:5.1.3.13 Cluster_0580918 Cluster_1021965 EC:2.3.1.209 Cluster_1768751 Cluster_0957748 Cluster_0436078 Cluster_1172035 EC:2.4.1.303 EC:2.7.7.13 EC:5.4.2.8 Cluster_1225602,Saccharide,Yes
BGC0000383,Cluster_1339321 Cluster_1745403 EC:3.1.1.61 Cluster_0163600 Cluster_0127924 Cluster_0717157 Cluster_0487302 Cluster_0519226 Cluster_0411835 Cluster_0364599 EC:4.2.1.33 Cluster_0092886 EC:2.1.1.170 Cluster_0950296 Cluster_1011689 Cluster_0830490 Cluster_0259598 Cluster_0589214 Cluster_1412268 Cluster_0436945 Cluster_0034481 Cluster_1366176 Cluster_1067747 Cluster_1252504 Cluster_0584439 Cluster_0189646 Cluster_0324569 Cluster_0205687 Cluster_0674475 Cluster_1607355 Cluster_0659216 Cluster_1607356 Cluster_0595695 Cluster_1524177 Cluster_1878480 Cluster_1012853 Cluster_0091598 Cluster_0209718 Cluster_1901217,NRP Polyketide,Yes
BGC0002392,EC:1.14.13.143 Cluster_1590870 Cluster_1590869 Cluster_1205981 Cluster_1590866 EC:1.14.13.143 Cluster_1590868 Cluster_1590868 EC:1.14.13.143 Cluster_1590872 Cluster_1590865 Cluster_1590865 Cluster_1590865 Cluster_1590871 Cluster_1590867 Cluster_1590865,Terpene,Yes
BGC0000367,Cluster_1348815 Cluster_0848688 Cluster_0929395 Cluster_1570875 Cluster_1207787 Cluster_1662891 Cluster_0140067 EC:3.6.3.25 EC:6.2.1.3 EC:6.2.1.3 EC:6.2.1.3 Cluster_0299701,NRP,Yes
BGC0001618,Cluster_1048399 Cluster_0415330 Cluster_1090234 Cluster_0508027 Cluster_0630324 EC:3.6.3.17 Cluster_1153409 Cluster_0506063,RiPP,Yes
BGC0000904,EC:4.2.1.3 Cluster_0142024 Cluster_0364599 Cluster_0519226 EC:1.1.1.41 Cluster_0048697 Cluster_1725218 Cluster_1674334 Cluster_0648696 Cluster_0325602 EC:1.1.1.267,Other,Yes
BGC0000457,Cluster_0849195 Cluster_1555096 EC:6.2.1.3 Cluster_1199471 Cluster_0983609 Cluster_1454854 EC:4.4.1.8 Cluster_0574765 Cluster_0516356,NRP,Yes
BGC0000866,Cluster_1221542 EC:2.3.1.9 EC:1.1.1.36 Cluster_1680739,Other,Yes
BGC0001507,Cluster_0782912 Cluster_0189279 Cluster_0726836 Cluster_0879157,RiPP,Yes
BGC0001543,Cluster_0907632 Cluster_0196855 EC:3.2.1.23 Cluster_0544087 Cluster_0961899 Cluster_0205687 Cluster_1222742 Cluster_1825946 Cluster_0315562 EC:2.1.1.77 Cluster_1352744 Cluster_0507049 Cluster_1288587 Cluster_1602250 Cluster_0938256 Cluster_0507048 Cluster_0621081 Cluster_0239095 Cluster_0554161 EC:1.6.5.11 EC:3.6.3.24 Cluster_1421019 Cluster_1666186 Cluster_0153724 Cluster_1712887 Cluster_0445374,Polyketide,Yes
BGC0002123,Cluster_0849195 EC:6.1.1.5 Cluster_1124421 EC:6.2.1.3 EC:6.2.1.3 Cluster_1187060 Cluster_0584036 Cluster_0718327 Cluster_1607357 Cluster_1680828 Cluster_0973324 Cluster_1323533 Cluster_0748889 Cluster_0266075 Cluster_0970700,NRP Polyketide,Yes
BGC0001327,Cluster_1516797 Cluster_1159173 EC:6.2.1.3 Cluster_0983199 EC:6.2.1.3 Cluster_1124421 Cluster_0098991 Cluster_1207787 Cluster_1491047 Cluster_0601168,NRP Polyketide,Yes
BGC0001034,Cluster_1142732 Cluster_1137393 EC:1.1.1.169 Cluster_1644386 Cluster_0569818 Cluster_0704649 EC:6.2.1.3 Cluster_0779982 Cluster_1516797 Cluster_1465054 Cluster_1465054 Cluster_1465054,NRP Polyketide,Yes
BGC0001509,Cluster_1841688 Cluster_1238146 EC:6.2.1.3 EC:6.2.1.20 Cluster_1124421 Cluster_1645182 Cluster_0385013 Cluster_1719082 Cluster_1796306,NRP,Yes
BGC0000034,Cluster_1722574 Cluster_0100602 Cluster_1362134 Cluster_0674478 Cluster_1662567 Cluster_0321044 Cluster_0483195 Cluster_1021965 Cluster_1809265 Cluster_0130736 Cluster_0440532 EC:2.6.1.85 Cluster_1159173 EC:3.6.3.17 Cluster_1789428 EC:1.14.13.7 EC:2.3.1.39 EC:2.3.1.94 EC:2.7.7.42 Cluster_1465054 Cluster_0601108,NRP Polyketide,Yes
BGC0002382,EC:3.6.3.44 Cluster_0861392 Cluster_1193549 Cluster_1193549 Cluster_1870607 Cluster_0510830 EC:1.5.1.43 EC:4.1.1.96 Cluster_1166631 Cluster_1659480 Cluster_1563660,RiPP,Yes
